is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,booking_changes,days_in_waiting_list,total_of_special_requests,August,December,February,January,July,June,March,May,November,October,September,Complementary,Corporate,Direct,Groups,Offline TA_TO,Online TA,Direct_1,GDS,TA_TO,Non Refund,Refundable,Grp,Transient,Transient_Party
int64,int64,int64,int64,int64,float64,int64,int64,int64,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8,uint8
